"region"	"year"	"month"	"day"	"total_deaths"
"Pastaza"	2017	12	10	1
"Pastaza"	2017	12	11	1
"Pastaza"	2017	12	12	1
"Pastaza"	2017	12	13	1
"Pastaza"	2017	12	14	1
"Pastaza"	2017	12	15	0
"Pastaza"	2017	12	16	1
"Pastaza"	2017	12	17	0
"Pastaza"	2017	12	18	0
"Pastaza"	2017	12	19	0
"Pastaza"	2017	12	20	0
"Pastaza"	2017	12	21	1
"Pastaza"	2017	12	22	2
"Pastaza"	2017	12	23	1
"Pastaza"	2017	12	24	1
"Pastaza"	2017	12	25	1
"Pastaza"	2017	12	26	0
"Pastaza"	2017	12	27	1
"Pastaza"	2017	12	28	2
"Pastaza"	2017	12	29	1
"Pastaza"	2017	12	30	1
"Pastaza"	2017	12	31	0
"Pichincha"	2017	1	1	41
"Pichincha"	2017	1	2	26
"Pichincha"	2017	1	3	35
"Pichincha"	2017	1	4	41
"Pichincha"	2017	1	5	36
"Pichincha"	2017	1	6	39
"Pichincha"	2017	1	7	33
"Pichincha"	2017	1	8	35
"Pichincha"	2017	1	9	40
"Pichincha"	2017	1	10	40
"Pichincha"	2017	1	11	33
"Pichincha"	2017	1	12	35
"Pichincha"	2017	1	13	46
"Pichincha"	2017	1	14	36
"Pichincha"	2017	1	15	43
"Pichincha"	2017	1	16	42
"Pichincha"	2017	1	17	35
"Pichincha"	2017	1	18	30
"Pichincha"	2017	1	19	34
"Pichincha"	2017	1	20	25
"Pichincha"	2017	1	21	29
"Pichincha"	2017	1	22	41
"Pichincha"	2017	1	23	46
"Pichincha"	2017	1	24	36
"Pichincha"	2017	1	25	37
"Pichincha"	2017	1	26	40
"Pichincha"	2017	1	27	32
"Pichincha"	2017	1	28	33
"Pichincha"	2017	1	29	35
"Pichincha"	2017	1	30	41
"Pichincha"	2017	1	31	33
"Pichincha"	2017	2	1	32
"Pichincha"	2017	2	2	26
"Pichincha"	2017	2	3	33
"Pichincha"	2017	2	4	31
"Pichincha"	2017	2	5	40
"Pichincha"	2017	2	6	35
"Pichincha"	2017	2	7	49
"Pichincha"	2017	2	8	41
"Pichincha"	2017	2	9	39
"Pichincha"	2017	2	10	31
"Pichincha"	2017	2	11	40
"Pichincha"	2017	2	12	34
"Pichincha"	2017	2	13	42
"Pichincha"	2017	2	14	40
"Pichincha"	2017	2	15	41
"Pichincha"	2017	2	16	37
"Pichincha"	2017	2	17	47
"Pichincha"	2017	2	18	28
"Pichincha"	2017	2	19	36
"Pichincha"	2017	2	20	35
"Pichincha"	2017	2	21	33
"Pichincha"	2017	2	22	41
"Pichincha"	2017	2	23	49
"Pichincha"	2017	2	24	26
"Pichincha"	2017	2	25	36
"Pichincha"	2017	2	26	31
"Pichincha"	2017	2	27	18
"Pichincha"	2017	2	28	33
"Pichincha"	2017	3	1	40
"Pichincha"	2017	3	2	41
"Pichincha"	2017	3	3	27
"Pichincha"	2017	3	4	34
"Pichincha"	2017	3	5	45
"Pichincha"	2017	3	6	35
"Pichincha"	2017	3	7	57
"Pichincha"	2017	3	8	37
"Pichincha"	2017	3	9	36
"Pichincha"	2017	3	10	35
"Pichincha"	2017	3	11	32
"Pichincha"	2017	3	12	28
"Pichincha"	2017	3	13	35
"Pichincha"	2017	3	14	41
"Pichincha"	2017	3	15	37
"Pichincha"	2017	3	16	35
"Pichincha"	2017	3	17	27
"Pichincha"	2017	3	18	36
"Pichincha"	2017	3	19	30
"Pichincha"	2017	3	20	40
"Pichincha"	2017	3	21	41
"Pichincha"	2017	3	22	27
"Pichincha"	2017	3	23	36
"Pichincha"	2017	3	24	27
"Pichincha"	2017	3	25	34
"Pichincha"	2017	3	26	36
"Pichincha"	2017	3	27	38
"Pichincha"	2017	3	28	34
"Pichincha"	2017	3	29	32
"Pichincha"	2017	3	30	24
"Pichincha"	2017	3	31	28
"Pichincha"	2017	4	1	31
"Pichincha"	2017	4	2	35
"Pichincha"	2017	4	3	33
"Pichincha"	2017	4	4	32
"Pichincha"	2017	4	5	36
"Pichincha"	2017	4	6	41
"Pichincha"	2017	4	7	30
"Pichincha"	2017	4	8	32
"Pichincha"	2017	4	9	26
"Pichincha"	2017	4	10	36
"Pichincha"	2017	4	11	27
"Pichincha"	2017	4	12	35
"Pichincha"	2017	4	13	41
"Pichincha"	2017	4	14	35
"Pichincha"	2017	4	15	40
"Pichincha"	2017	4	16	38
"Pichincha"	2017	4	17	30
"Pichincha"	2017	4	18	36
"Pichincha"	2017	4	19	52
"Pichincha"	2017	4	20	27
"Pichincha"	2017	4	21	35
"Pichincha"	2017	4	22	49
"Pichincha"	2017	4	23	44
"Pichincha"	2017	4	24	29
"Pichincha"	2017	4	25	34
"Pichincha"	2017	4	26	39
"Pichincha"	2017	4	27	35
"Pichincha"	2017	4	28	29
"Pichincha"	2017	4	29	37
"Pichincha"	2017	4	30	24
"Pichincha"	2017	5	1	40
"Pichincha"	2017	5	2	27
"Pichincha"	2017	5	3	44
"Pichincha"	2017	5	4	33
"Pichincha"	2017	5	5	34
"Pichincha"	2017	5	6	28
"Pichincha"	2017	5	7	24
"Pichincha"	2017	5	8	36
"Pichincha"	2017	5	9	39
"Pichincha"	2017	5	10	32
"Pichincha"	2017	5	11	34
"Pichincha"	2017	5	12	37
"Pichincha"	2017	5	13	29
"Pichincha"	2017	5	14	32
"Pichincha"	2017	5	15	32
"Pichincha"	2017	5	16	29
"Pichincha"	2017	5	17	26
"Pichincha"	2017	5	18	34
"Pichincha"	2017	5	19	32
"Pichincha"	2017	5	20	38
"Pichincha"	2017	5	21	34
"Pichincha"	2017	5	22	38
"Pichincha"	2017	5	23	23
"Pichincha"	2017	5	24	36
"Pichincha"	2017	5	25	36
"Pichincha"	2017	5	26	36
"Pichincha"	2017	5	27	32
"Pichincha"	2017	5	28	36
"Pichincha"	2017	5	29	35
"Pichincha"	2017	5	30	36
"Pichincha"	2017	5	31	35
"Pichincha"	2017	6	1	27
"Pichincha"	2017	6	2	30
"Pichincha"	2017	6	3	37
"Pichincha"	2017	6	4	35
"Pichincha"	2017	6	5	37
"Pichincha"	2017	6	6	35
"Pichincha"	2017	6	7	24
"Pichincha"	2017	6	8	30
"Pichincha"	2017	6	9	38
"Pichincha"	2017	6	10	26
"Pichincha"	2017	6	11	43
"Pichincha"	2017	6	12	28
"Pichincha"	2017	6	13	27
"Pichincha"	2017	6	14	34
"Pichincha"	2017	6	15	28
"Pichincha"	2017	6	16	32
"Pichincha"	2017	6	17	31
"Pichincha"	2017	6	18	30
"Pichincha"	2017	6	19	37
"Pichincha"	2017	6	20	42
"Pichincha"	2017	6	21	31
"Pichincha"	2017	6	22	29
"Pichincha"	2017	6	23	29
"Pichincha"	2017	6	24	29
"Pichincha"	2017	6	25	24
"Pichincha"	2017	6	26	39
"Pichincha"	2017	6	27	37
"Pichincha"	2017	6	28	36
"Pichincha"	2017	6	29	35
"Pichincha"	2017	6	30	42
"Pichincha"	2017	7	1	37
"Pichincha"	2017	7	2	31
"Pichincha"	2017	7	3	43
"Pichincha"	2017	7	4	35
"Pichincha"	2017	7	5	34
"Pichincha"	2017	7	6	28
"Pichincha"	2017	7	7	32
"Pichincha"	2017	7	8	31
"Pichincha"	2017	7	9	48
"Pichincha"	2017	7	10	37
"Pichincha"	2017	7	11	38
"Pichincha"	2017	7	12	21
"Pichincha"	2017	7	13	49
"Pichincha"	2017	7	14	47
"Pichincha"	2017	7	15	29
"Pichincha"	2017	7	16	33
"Pichincha"	2017	7	17	37
"Pichincha"	2017	7	18	29
"Pichincha"	2017	7	19	43
"Pichincha"	2017	7	20	33
"Pichincha"	2017	7	21	28
"Pichincha"	2017	7	22	30
"Pichincha"	2017	7	23	40
"Pichincha"	2017	7	24	28
"Pichincha"	2017	7	25	35
"Pichincha"	2017	7	26	31
"Pichincha"	2017	7	27	34
"Pichincha"	2017	7	28	25
"Pichincha"	2017	7	29	39
"Pichincha"	2017	7	30	25
"Pichincha"	2017	7	31	35
"Pichincha"	2017	8	1	42
"Pichincha"	2017	8	2	35
"Pichincha"	2017	8	3	30
"Pichincha"	2017	8	4	33
"Pichincha"	2017	8	5	29
"Pichincha"	2017	8	6	38
"Pichincha"	2017	8	7	40
"Pichincha"	2017	8	8	24
"Pichincha"	2017	8	9	23
"Pichincha"	2017	8	10	35
"Pichincha"	2017	8	11	25
"Pichincha"	2017	8	12	32
"Pichincha"	2017	8	13	29
"Pichincha"	2017	8	14	28
"Pichincha"	2017	8	15	29
"Pichincha"	2017	8	16	34
"Pichincha"	2017	8	17	36
"Pichincha"	2017	8	18	42
"Pichincha"	2017	8	19	42
"Pichincha"	2017	8	20	25
"Pichincha"	2017	8	21	35
"Pichincha"	2017	8	22	27
"Pichincha"	2017	8	23	20
"Pichincha"	2017	8	24	35
"Pichincha"	2017	8	25	29
"Pichincha"	2017	8	26	31
"Pichincha"	2017	8	27	37
"Pichincha"	2017	8	28	29
"Pichincha"	2017	8	29	28
"Pichincha"	2017	8	30	31
"Pichincha"	2017	8	31	32
"Pichincha"	2017	9	1	38
"Pichincha"	2017	9	2	31
"Pichincha"	2017	9	3	26
"Pichincha"	2017	9	4	44
"Pichincha"	2017	9	5	37
"Pichincha"	2017	9	6	30
"Pichincha"	2017	9	7	32
"Pichincha"	2017	9	8	30
"Pichincha"	2017	9	9	21
"Pichincha"	2017	9	10	25
"Pichincha"	2017	9	11	36
"Pichincha"	2017	9	12	34
"Pichincha"	2017	9	13	37
"Pichincha"	2017	9	14	33
"Pichincha"	2017	9	15	30
"Pichincha"	2017	9	16	25
"Pichincha"	2017	9	17	32
"Pichincha"	2017	9	18	34
"Pichincha"	2017	9	19	31
"Pichincha"	2017	9	20	31
"Pichincha"	2017	9	21	35
"Pichincha"	2017	9	22	37
"Pichincha"	2017	9	23	29
"Pichincha"	2017	9	24	44
"Pichincha"	2017	9	25	35
"Pichincha"	2017	9	26	35
"Pichincha"	2017	9	27	38
"Pichincha"	2017	9	28	39
"Pichincha"	2017	9	29	29
"Pichincha"	2017	9	30	20
"Pichincha"	2017	10	1	39
"Pichincha"	2017	10	2	32
"Pichincha"	2017	10	3	27
"Pichincha"	2017	10	4	23
"Pichincha"	2017	10	5	29
"Pichincha"	2017	10	6	44
"Pichincha"	2017	10	7	29
"Pichincha"	2017	10	8	29
"Pichincha"	2017	10	9	31
"Pichincha"	2017	10	10	32
"Pichincha"	2017	10	11	33
"Pichincha"	2017	10	12	38
"Pichincha"	2017	10	13	28
"Pichincha"	2017	10	14	29
"Pichincha"	2017	10	15	40
"Pichincha"	2017	10	16	34
"Pichincha"	2017	10	17	46
"Pichincha"	2017	10	18	25
"Pichincha"	2017	10	19	30
"Pichincha"	2017	10	20	39
"Pichincha"	2017	10	21	31
"Pichincha"	2017	10	22	40
"Pichincha"	2017	10	23	36
"Pichincha"	2017	10	24	45
"Pichincha"	2017	10	25	34
"Pichincha"	2017	10	26	40
"Pichincha"	2017	10	27	39
"Pichincha"	2017	10	28	52
"Pichincha"	2017	10	29	36
"Pichincha"	2017	10	30	31
"Pichincha"	2017	10	31	38
"Pichincha"	2017	11	1	34
"Pichincha"	2017	11	2	33
"Pichincha"	2017	11	3	25
"Pichincha"	2017	11	4	41
"Pichincha"	2017	11	5	41
"Pichincha"	2017	11	6	30
"Pichincha"	2017	11	7	45
"Pichincha"	2017	11	8	33
"Pichincha"	2017	11	9	38
"Pichincha"	2017	11	10	42
"Pichincha"	2017	11	11	33
"Pichincha"	2017	11	12	39
"Pichincha"	2017	11	13	30
"Pichincha"	2017	11	14	19
"Pichincha"	2017	11	15	30
"Pichincha"	2017	11	16	29
"Pichincha"	2017	11	17	33
"Pichincha"	2017	11	18	43
"Pichincha"	2017	11	19	29
"Pichincha"	2017	11	20	32
"Pichincha"	2017	11	21	30
"Pichincha"	2017	11	22	33
"Pichincha"	2017	11	23	33
"Pichincha"	2017	11	24	27
"Pichincha"	2017	11	25	35
"Pichincha"	2017	11	26	29
"Pichincha"	2017	11	27	29
"Pichincha"	2017	11	28	37
"Pichincha"	2017	11	29	38
"Pichincha"	2017	11	30	35
"Pichincha"	2017	12	1	34
"Pichincha"	2017	12	2	28
"Pichincha"	2017	12	3	49
"Pichincha"	2017	12	4	31
"Pichincha"	2017	12	5	34
"Pichincha"	2017	12	6	36
"Pichincha"	2017	12	7	31
"Pichincha"	2017	12	8	39
"Pichincha"	2017	12	9	43
"Pichincha"	2017	12	10	40
"Pichincha"	2017	12	11	43
"Pichincha"	2017	12	12	33
"Pichincha"	2017	12	13	28
"Pichincha"	2017	12	14	55
"Pichincha"	2017	12	15	35
"Pichincha"	2017	12	16	34
"Pichincha"	2017	12	17	44
"Pichincha"	2017	12	18	47
"Pichincha"	2017	12	19	42
"Pichincha"	2017	12	20	30
"Pichincha"	2017	12	21	39
"Pichincha"	2017	12	22	30
"Pichincha"	2017	12	23	24
"Pichincha"	2017	12	24	47
"Pichincha"	2017	12	25	38
"Pichincha"	2017	12	26	41
"Pichincha"	2017	12	27	29
"Pichincha"	2017	12	28	36
"Pichincha"	2017	12	29	21
"Pichincha"	2017	12	30	30
"Pichincha"	2017	12	31	9
"Santa Elena"	2017	1	1	2
"Santa Elena"	2017	1	2	2
"Santa Elena"	2017	1	3	4
"Santa Elena"	2017	1	4	9
"Santa Elena"	2017	1	5	1
"Santa Elena"	2017	1	6	4
"Santa Elena"	2017	1	7	3
"Santa Elena"	2017	1	8	4
"Santa Elena"	2017	1	9	1
"Santa Elena"	2017	1	10	2
"Santa Elena"	2017	1	11	5
"Santa Elena"	2017	1	12	9
"Santa Elena"	2017	1	13	2
"Santa Elena"	2017	1	14	1
"Santa Elena"	2017	1	15	2
"Santa Elena"	2017	1	16	5
"Santa Elena"	2017	1	17	2
"Santa Elena"	2017	1	18	5
"Santa Elena"	2017	1	19	4
"Santa Elena"	2017	1	20	2
"Santa Elena"	2017	1	21	2
"Santa Elena"	2017	1	22	4
"Santa Elena"	2017	1	23	3
"Santa Elena"	2017	1	24	13
"Santa Elena"	2017	1	25	2
"Santa Elena"	2017	1	26	8
"Santa Elena"	2017	1	27	2
"Santa Elena"	2017	1	28	4
"Santa Elena"	2017	1	29	4
"Santa Elena"	2017	1	30	6
"Santa Elena"	2017	1	31	6
"Santa Elena"	2017	2	1	3
"Santa Elena"	2017	2	2	6
"Santa Elena"	2017	2	3	3
"Santa Elena"	2017	2	4	5
"Santa Elena"	2017	2	5	4
"Santa Elena"	2017	2	6	4
"Santa Elena"	2017	2	7	5
"Santa Elena"	2017	2	8	5
"Santa Elena"	2017	2	9	1
"Santa Elena"	2017	2	10	5
"Santa Elena"	2017	2	11	3
"Santa Elena"	2017	2	12	6
"Santa Elena"	2017	2	13	4
"Santa Elena"	2017	2	14	3
"Santa Elena"	2017	2	15	1
"Santa Elena"	2017	2	16	7
"Santa Elena"	2017	2	17	2
"Santa Elena"	2017	2	18	3
"Santa Elena"	2017	2	19	5
"Santa Elena"	2017	2	20	4
"Santa Elena"	2017	2	21	1
"Santa Elena"	2017	2	22	7
"Santa Elena"	2017	2	23	2
"Santa Elena"	2017	2	24	2
"Santa Elena"	2017	2	25	3
"Santa Elena"	2017	2	26	4
"Santa Elena"	2017	2	27	8
"Santa Elena"	2017	2	28	5
"Santa Elena"	2017	3	1	8
"Santa Elena"	2017	3	2	4
"Santa Elena"	2017	3	3	6
"Santa Elena"	2017	3	4	5
"Santa Elena"	2017	3	5	5
"Santa Elena"	2017	3	6	5
"Santa Elena"	2017	3	7	7
"Santa Elena"	2017	3	8	6
"Santa Elena"	2017	3	9	4
"Santa Elena"	2017	3	10	5
"Santa Elena"	2017	3	11	2
"Santa Elena"	2017	3	12	4
"Santa Elena"	2017	3	13	9
"Santa Elena"	2017	3	14	6
"Santa Elena"	2017	3	15	8
"Santa Elena"	2017	3	16	6
"Santa Elena"	2017	3	17	5
"Santa Elena"	2017	3	18	1
"Santa Elena"	2017	3	19	4
"Santa Elena"	2017	3	20	2
"Santa Elena"	2017	3	21	7
"Santa Elena"	2017	3	22	7
"Santa Elena"	2017	3	23	4
"Santa Elena"	2017	3	24	5
"Santa Elena"	2017	3	25	3
"Santa Elena"	2017	3	26	10
"Santa Elena"	2017	3	27	4
"Santa Elena"	2017	3	28	2
"Santa Elena"	2017	3	29	5
"Santa Elena"	2017	3	30	4
"Santa Elena"	2017	3	31	8
"Santa Elena"	2017	4	1	6
"Santa Elena"	2017	4	2	9
"Santa Elena"	2017	4	3	4
"Santa Elena"	2017	4	4	6
"Santa Elena"	2017	4	5	1
"Santa Elena"	2017	4	6	2
"Santa Elena"	2017	4	7	2
"Santa Elena"	2017	4	8	2
"Santa Elena"	2017	4	9	4
"Santa Elena"	2017	4	10	6
"Santa Elena"	2017	4	11	3
"Santa Elena"	2017	4	12	1
"Santa Elena"	2017	4	13	4
"Santa Elena"	2017	4	14	2
"Santa Elena"	2017	4	15	3
"Santa Elena"	2017	4	16	4
"Santa Elena"	2017	4	17	7
"Santa Elena"	2017	4	18	4
"Santa Elena"	2017	4	19	6
"Santa Elena"	2017	4	20	2
"Santa Elena"	2017	4	21	7
"Santa Elena"	2017	4	22	5
"Santa Elena"	2017	4	23	3
"Santa Elena"	2017	4	24	4
"Santa Elena"	2017	4	25	6
"Santa Elena"	2017	4	26	9
"Santa Elena"	2017	4	27	5
"Santa Elena"	2017	4	28	4
"Santa Elena"	2017	4	29	3
"Santa Elena"	2017	4	30	2
"Santa Elena"	2017	5	1	1
"Santa Elena"	2017	5	2	3
"Santa Elena"	2017	5	3	4
"Santa Elena"	2017	5	4	3
"Santa Elena"	2017	5	5	1
"Santa Elena"	2017	5	6	6
"Santa Elena"	2017	5	7	2
"Santa Elena"	2017	5	8	2
"Santa Elena"	2017	5	9	3
"Santa Elena"	2017	5	10	2
"Santa Elena"	2017	5	11	4
"Santa Elena"	2017	5	12	1
"Santa Elena"	2017	5	13	9
"Santa Elena"	2017	5	14	4
"Santa Elena"	2017	5	15	7
"Santa Elena"	2017	5	16	1
"Santa Elena"	2017	5	17	3
"Santa Elena"	2017	5	18	1
"Santa Elena"	2017	5	19	2
"Santa Elena"	2017	5	20	2
"Santa Elena"	2017	5	21	6
"Santa Elena"	2017	5	22	0
"Santa Elena"	2017	5	23	2
"Santa Elena"	2017	5	24	1
"Santa Elena"	2017	5	25	4
"Santa Elena"	2017	5	26	3
"Santa Elena"	2017	5	27	0
"Santa Elena"	2017	5	28	4
"Santa Elena"	2017	5	29	7
"Santa Elena"	2017	5	30	5
"Santa Elena"	2017	5	31	2
"Santa Elena"	2017	6	1	4
"Santa Elena"	2017	6	2	1
"Santa Elena"	2017	6	3	3
"Santa Elena"	2017	6	4	2
"Santa Elena"	2017	6	5	1
"Santa Elena"	2017	6	6	5
"Santa Elena"	2017	6	7	5
"Santa Elena"	2017	6	8	2
"Santa Elena"	2017	6	9	6
"Santa Elena"	2017	6	10	4
"Santa Elena"	2017	6	11	5
"Santa Elena"	2017	6	12	5
"Santa Elena"	2017	6	13	5
"Santa Elena"	2017	6	14	6
"Santa Elena"	2017	6	15	2
"Santa Elena"	2017	6	16	1
"Santa Elena"	2017	6	17	6
"Santa Elena"	2017	6	18	5
"Santa Elena"	2017	6	19	4
"Santa Elena"	2017	6	20	5
"Santa Elena"	2017	6	21	4
"Santa Elena"	2017	6	22	5
"Santa Elena"	2017	6	23	4
"Santa Elena"	2017	6	24	3
"Santa Elena"	2017	6	25	5
"Santa Elena"	2017	6	26	3
"Santa Elena"	2017	6	27	3
"Santa Elena"	2017	6	28	2
"Santa Elena"	2017	6	29	4
"Santa Elena"	2017	6	30	0
"Santa Elena"	2017	7	1	1
"Santa Elena"	2017	7	2	6
"Santa Elena"	2017	7	3	3
"Santa Elena"	2017	7	4	3
"Santa Elena"	2017	7	5	2
"Santa Elena"	2017	7	6	2
"Santa Elena"	2017	7	7	2
"Santa Elena"	2017	7	8	5
"Santa Elena"	2017	7	9	4
"Santa Elena"	2017	7	10	1
"Santa Elena"	2017	7	11	3
"Santa Elena"	2017	7	12	3
"Santa Elena"	2017	7	13	0
"Santa Elena"	2017	7	14	3
"Santa Elena"	2017	7	15	3
"Santa Elena"	2017	7	16	4
"Santa Elena"	2017	7	17	7
"Santa Elena"	2017	7	18	2
"Santa Elena"	2017	7	19	3
"Santa Elena"	2017	7	20	7
"Santa Elena"	2017	7	21	5
"Santa Elena"	2017	7	22	3
"Santa Elena"	2017	7	23	2
"Santa Elena"	2017	7	24	5
"Santa Elena"	2017	7	25	3
"Santa Elena"	2017	7	26	3
"Santa Elena"	2017	7	27	3
"Santa Elena"	2017	7	28	1
"Santa Elena"	2017	7	29	7
"Santa Elena"	2017	7	30	3
"Santa Elena"	2017	7	31	6
"Santa Elena"	2017	8	1	4
"Santa Elena"	2017	8	2	5
"Santa Elena"	2017	8	3	2
"Santa Elena"	2017	8	4	1
"Santa Elena"	2017	8	5	1
"Santa Elena"	2017	8	6	1
"Santa Elena"	2017	8	7	2
"Santa Elena"	2017	8	8	1
"Santa Elena"	2017	8	9	3
"Santa Elena"	2017	8	10	4
"Santa Elena"	2017	8	11	2
"Santa Elena"	2017	8	12	2
"Santa Elena"	2017	8	13	0
"Santa Elena"	2017	8	14	0
"Santa Elena"	2017	8	15	1
"Santa Elena"	2017	8	16	7
"Santa Elena"	2017	8	17	1
"Santa Elena"	2017	8	18	2
"Santa Elena"	2017	8	19	6
"Santa Elena"	2017	8	20	3
"Santa Elena"	2017	8	21	3
"Santa Elena"	2017	8	22	2
"Santa Elena"	2017	8	23	4
"Santa Elena"	2017	8	24	3
"Santa Elena"	2017	8	25	4
"Santa Elena"	2017	8	26	2
"Santa Elena"	2017	8	27	3
"Santa Elena"	2017	8	28	4
"Santa Elena"	2017	8	29	6
"Santa Elena"	2017	8	30	0
"Santa Elena"	2017	8	31	2
"Santa Elena"	2017	9	1	3
"Santa Elena"	2017	9	2	3
"Santa Elena"	2017	9	3	1
"Santa Elena"	2017	9	4	5
"Santa Elena"	2017	9	5	4
"Santa Elena"	2017	9	6	2
"Santa Elena"	2017	9	7	1
"Santa Elena"	2017	9	8	3
"Santa Elena"	2017	9	9	5
"Santa Elena"	2017	9	10	3
"Santa Elena"	2017	9	11	3
"Santa Elena"	2017	9	12	2
"Santa Elena"	2017	9	13	4
"Santa Elena"	2017	9	14	3
"Santa Elena"	2017	9	15	2
"Santa Elena"	2017	9	16	6
"Santa Elena"	2017	9	17	4
"Santa Elena"	2017	9	18	3
"Santa Elena"	2017	9	19	3
"Santa Elena"	2017	9	20	3
"Santa Elena"	2017	9	21	6
"Santa Elena"	2017	9	22	10
"Santa Elena"	2017	9	23	1
"Santa Elena"	2017	9	24	3
"Santa Elena"	2017	9	25	3
"Santa Elena"	2017	9	26	5
"Santa Elena"	2017	9	27	3
"Santa Elena"	2017	9	28	2
"Santa Elena"	2017	9	29	1
"Santa Elena"	2017	9	30	0
"Santa Elena"	2017	10	1	2
"Santa Elena"	2017	10	2	3
"Santa Elena"	2017	10	3	4
"Santa Elena"	2017	10	4	1
"Santa Elena"	2017	10	5	4
"Santa Elena"	2017	10	6	4
"Santa Elena"	2017	10	7	1
"Santa Elena"	2017	10	8	2
"Santa Elena"	2017	10	9	7
"Santa Elena"	2017	10	10	6
"Santa Elena"	2017	10	11	4
"Santa Elena"	2017	10	12	2
"Santa Elena"	2017	10	13	1
"Santa Elena"	2017	10	14	4
"Santa Elena"	2017	10	15	1
"Santa Elena"	2017	10	16	2
"Santa Elena"	2017	10	17	4
"Santa Elena"	2017	10	18	2
"Santa Elena"	2017	10	19	4
"Santa Elena"	2017	10	20	2
"Santa Elena"	2017	10	21	2
"Santa Elena"	2017	10	22	3
"Santa Elena"	2017	10	23	3
"Santa Elena"	2017	10	24	3
"Santa Elena"	2017	10	25	1
"Santa Elena"	2017	10	26	5
"Santa Elena"	2017	10	27	1
"Santa Elena"	2017	10	28	3
"Santa Elena"	2017	10	29	3
"Santa Elena"	2017	10	30	6
"Santa Elena"	2017	10	31	3
"Santa Elena"	2017	11	1	3
"Santa Elena"	2017	11	2	2
"Santa Elena"	2017	11	3	5
"Santa Elena"	2017	11	4	0
"Santa Elena"	2017	11	5	4
"Santa Elena"	2017	11	6	3
"Santa Elena"	2017	11	7	3
"Santa Elena"	2017	11	8	1
"Santa Elena"	2017	11	9	4
"Santa Elena"	2017	11	10	2
"Santa Elena"	2017	11	11	4
"Santa Elena"	2017	11	12	1
"Santa Elena"	2017	11	13	2
"Santa Elena"	2017	11	14	3
"Santa Elena"	2017	11	15	5
"Santa Elena"	2017	11	16	5
"Santa Elena"	2017	11	17	2
"Santa Elena"	2017	11	18	3
"Santa Elena"	2017	11	19	0
"Santa Elena"	2017	11	20	4
"Santa Elena"	2017	11	21	3
"Santa Elena"	2017	11	22	3
"Santa Elena"	2017	11	23	3
"Santa Elena"	2017	11	24	3
"Santa Elena"	2017	11	25	2
"Santa Elena"	2017	11	26	5
"Santa Elena"	2017	11	27	4
"Santa Elena"	2017	11	28	4
"Santa Elena"	2017	11	29	2
"Santa Elena"	2017	11	30	7
"Santa Elena"	2017	12	1	0
"Santa Elena"	2017	12	2	1
"Santa Elena"	2017	12	3	2
"Santa Elena"	2017	12	4	1
"Santa Elena"	2017	12	5	5
"Santa Elena"	2017	12	6	2
"Santa Elena"	2017	12	7	5
"Santa Elena"	2017	12	8	5
"Santa Elena"	2017	12	9	4
"Santa Elena"	2017	12	10	5
"Santa Elena"	2017	12	11	1
"Santa Elena"	2017	12	12	0
"Santa Elena"	2017	12	13	2
"Santa Elena"	2017	12	14	4
"Santa Elena"	2017	12	15	3
"Santa Elena"	2017	12	16	3
"Santa Elena"	2017	12	17	3
"Santa Elena"	2017	12	18	1
"Santa Elena"	2017	12	19	3
"Santa Elena"	2017	12	20	2
"Santa Elena"	2017	12	21	4
"Santa Elena"	2017	12	22	0
"Santa Elena"	2017	12	23	1
"Santa Elena"	2017	12	24	5
"Santa Elena"	2017	12	25	5
"Santa Elena"	2017	12	26	4
"Santa Elena"	2017	12	27	4
"Santa Elena"	2017	12	28	4
"Santa Elena"	2017	12	29	3
"Santa Elena"	2017	12	30	0
"Santa Elena"	2017	12	31	0
"Sto. Domingo Tsáchilas"	2017	1	1	3
"Sto. Domingo Tsáchilas"	2017	1	2	4
"Sto. Domingo Tsáchilas"	2017	1	3	7
"Sto. Domingo Tsáchilas"	2017	1	4	6
"Sto. Domingo Tsáchilas"	2017	1	5	4
"Sto. Domingo Tsáchilas"	2017	1	6	6
"Sto. Domingo Tsáchilas"	2017	1	7	7
"Sto. Domingo Tsáchilas"	2017	1	8	7
"Sto. Domingo Tsáchilas"	2017	1	9	8
"Sto. Domingo Tsáchilas"	2017	1	10	3
"Sto. Domingo Tsáchilas"	2017	1	11	9
"Sto. Domingo Tsáchilas"	2017	1	12	8
"Sto. Domingo Tsáchilas"	2017	1	13	4
"Sto. Domingo Tsáchilas"	2017	1	14	6
"Sto. Domingo Tsáchilas"	2017	1	15	10
"Sto. Domingo Tsáchilas"	2017	1	16	3
"Sto. Domingo Tsáchilas"	2017	1	17	6
"Sto. Domingo Tsáchilas"	2017	1	18	5
"Sto. Domingo Tsáchilas"	2017	1	19	5
"Sto. Domingo Tsáchilas"	2017	1	20	9
"Sto. Domingo Tsáchilas"	2017	1	21	9
"Sto. Domingo Tsáchilas"	2017	1	22	5
"Sto. Domingo Tsáchilas"	2017	1	23	7
"Sto. Domingo Tsáchilas"	2017	1	24	3
"Sto. Domingo Tsáchilas"	2017	1	25	3
"Sto. Domingo Tsáchilas"	2017	1	26	4
"Sto. Domingo Tsáchilas"	2017	1	27	6
"Sto. Domingo Tsáchilas"	2017	1	28	2
"Sto. Domingo Tsáchilas"	2017	1	29	2
"Sto. Domingo Tsáchilas"	2017	1	30	3
