"region"	"year"	"month"	"day"	"total_deaths"
"Azuay"	2017	1	1	6
"Azuay"	2017	1	2	13
"Azuay"	2017	1	3	14
"Azuay"	2017	1	4	8
"Azuay"	2017	1	5	6
"Azuay"	2017	1	6	7
"Azuay"	2017	1	7	9
"Azuay"	2017	1	8	3
"Azuay"	2017	1	9	12
"Azuay"	2017	1	10	14
"Azuay"	2017	1	11	12
"Azuay"	2017	1	12	13
"Azuay"	2017	1	13	7
"Azuay"	2017	1	14	21
"Azuay"	2017	1	15	8
"Azuay"	2017	1	16	4
"Azuay"	2017	1	17	10
"Azuay"	2017	1	18	11
"Azuay"	2017	1	19	11
"Azuay"	2017	1	20	10
"Azuay"	2017	1	21	13
"Azuay"	2017	1	22	15
"Azuay"	2017	1	23	9
"Azuay"	2017	1	24	6
"Azuay"	2017	1	25	11
"Azuay"	2017	1	26	11
"Azuay"	2017	1	27	9
"Azuay"	2017	1	28	14
"Azuay"	2017	1	29	10
"Azuay"	2017	1	30	8
"Azuay"	2017	1	31	14
"Azuay"	2017	2	1	10
"Azuay"	2017	2	2	8
"Azuay"	2017	2	3	8
"Azuay"	2017	2	4	7
"Azuay"	2017	2	5	11
"Azuay"	2017	2	6	14
"Azuay"	2017	2	7	16
"Azuay"	2017	2	8	12
"Azuay"	2017	2	9	12
"Azuay"	2017	2	10	13
"Azuay"	2017	2	11	9
"Azuay"	2017	2	12	13
"Azuay"	2017	2	13	13
"Azuay"	2017	2	14	12
"Azuay"	2017	2	15	11
"Azuay"	2017	2	16	10
"Azuay"	2017	2	17	7
"Azuay"	2017	2	18	11
"Azuay"	2017	2	19	8
"Azuay"	2017	2	20	12
"Azuay"	2017	2	21	13
"Azuay"	2017	2	22	11
"Azuay"	2017	2	23	11
"Azuay"	2017	2	24	12
"Azuay"	2017	2	25	6
"Azuay"	2017	2	26	7
"Azuay"	2017	2	27	12
"Azuay"	2017	2	28	12
"Azuay"	2017	3	1	11
"Azuay"	2017	3	2	11
"Azuay"	2017	3	3	12
"Azuay"	2017	3	4	13
"Azuay"	2017	3	5	8
"Azuay"	2017	3	6	14
"Azuay"	2017	3	7	8
"Azuay"	2017	3	8	5
"Azuay"	2017	3	9	10
"Azuay"	2017	3	10	11
"Azuay"	2017	3	11	13
"Azuay"	2017	3	12	10
"Azuay"	2017	3	13	9
"Azuay"	2017	3	14	3
"Azuay"	2017	3	15	11
"Azuay"	2017	3	16	6
"Azuay"	2017	3	17	16
"Azuay"	2017	3	18	9
"Azuay"	2017	3	19	10
"Azuay"	2017	3	20	10
"Azuay"	2017	3	21	12
"Azuay"	2017	3	22	14
"Azuay"	2017	3	23	10
"Azuay"	2017	3	24	12
"Azuay"	2017	3	25	8
"Azuay"	2017	3	26	11
"Azuay"	2017	3	27	9
"Azuay"	2017	3	28	13
"Azuay"	2017	3	29	14
"Azuay"	2017	3	30	13
"Azuay"	2017	3	31	13
"Azuay"	2017	4	1	10
"Azuay"	2017	4	2	11
"Azuay"	2017	4	3	19
"Azuay"	2017	4	4	11
"Azuay"	2017	4	5	6
"Azuay"	2017	4	6	12
"Azuay"	2017	4	7	10
"Azuay"	2017	4	8	12
"Azuay"	2017	4	9	14
"Azuay"	2017	4	10	11
"Azuay"	2017	4	11	14
"Azuay"	2017	4	12	8
"Azuay"	2017	4	13	15
"Azuay"	2017	4	14	5
"Azuay"	2017	4	15	7
"Azuay"	2017	4	16	8
"Azuay"	2017	4	17	9
"Azuay"	2017	4	18	10
"Azuay"	2017	4	19	11
"Azuay"	2017	4	20	10
"Azuay"	2017	4	21	15
"Azuay"	2017	4	22	13
"Azuay"	2017	4	23	18
"Azuay"	2017	4	24	12
"Azuay"	2017	4	25	14
"Azuay"	2017	4	26	8
"Azuay"	2017	4	27	13
"Azuay"	2017	4	28	12
"Azuay"	2017	4	29	4
"Azuay"	2017	4	30	8
"Azuay"	2017	5	1	12
"Azuay"	2017	5	2	17
"Azuay"	2017	5	3	15
"Azuay"	2017	5	4	9
"Azuay"	2017	5	5	11
"Azuay"	2017	5	6	15
"Azuay"	2017	5	7	11
"Azuay"	2017	5	8	13
"Azuay"	2017	5	9	8
"Azuay"	2017	5	10	7
"Azuay"	2017	5	11	9
"Azuay"	2017	5	12	9
"Azuay"	2017	5	13	14
"Azuay"	2017	5	14	9
"Azuay"	2017	5	15	15
"Azuay"	2017	5	16	11
"Azuay"	2017	5	17	9
"Azuay"	2017	5	18	12
"Azuay"	2017	5	19	10
"Azuay"	2017	5	20	11
"Azuay"	2017	5	21	12
"Azuay"	2017	5	22	9
"Azuay"	2017	5	23	13
"Azuay"	2017	5	24	10
"Azuay"	2017	5	25	10
"Azuay"	2017	5	26	11
"Azuay"	2017	5	27	11
"Azuay"	2017	5	28	10
"Azuay"	2017	5	29	17
"Azuay"	2017	5	30	8
"Azuay"	2017	5	31	12
"Azuay"	2017	6	1	5
"Azuay"	2017	6	2	12
"Azuay"	2017	6	3	14
"Azuay"	2017	6	4	8
"Azuay"	2017	6	5	15
"Azuay"	2017	6	6	10
"Azuay"	2017	6	7	9
"Azuay"	2017	6	8	16
"Azuay"	2017	6	9	10
"Azuay"	2017	6	10	9
"Azuay"	2017	6	11	11
"Azuay"	2017	6	12	8
"Azuay"	2017	6	13	17
"Azuay"	2017	6	14	9
"Azuay"	2017	6	15	13
"Azuay"	2017	6	16	9
"Azuay"	2017	6	17	8
"Azuay"	2017	6	18	8
"Azuay"	2017	6	19	14
"Azuay"	2017	6	20	11
"Azuay"	2017	6	21	12
"Azuay"	2017	6	22	10
"Azuay"	2017	6	23	12
"Azuay"	2017	6	24	11
"Azuay"	2017	6	25	6
"Azuay"	2017	6	26	6
"Azuay"	2017	6	27	8
"Azuay"	2017	6	28	11
"Azuay"	2017	6	29	6
"Azuay"	2017	6	30	13
"Azuay"	2017	7	1	12
"Azuay"	2017	7	2	12
"Azuay"	2017	7	3	8
"Azuay"	2017	7	4	12
"Azuay"	2017	7	5	10
"Azuay"	2017	7	6	11
"Azuay"	2017	7	7	11
"Azuay"	2017	7	8	12
"Azuay"	2017	7	9	12
"Azuay"	2017	7	10	8
"Azuay"	2017	7	11	9
"Azuay"	2017	7	12	8
"Azuay"	2017	7	13	13
"Azuay"	2017	7	14	11
"Azuay"	2017	7	15	13
"Azuay"	2017	7	16	12
"Azuay"	2017	7	17	12
"Azuay"	2017	7	18	14
"Azuay"	2017	7	19	8
"Azuay"	2017	7	20	16
"Azuay"	2017	7	21	14
"Azuay"	2017	7	22	10
"Azuay"	2017	7	23	13
"Azuay"	2017	7	24	15
"Azuay"	2017	7	25	12
"Azuay"	2017	7	26	10
"Azuay"	2017	7	27	14
"Azuay"	2017	7	28	11
"Azuay"	2017	7	29	14
"Azuay"	2017	7	30	17
"Azuay"	2017	7	31	8
"Azuay"	2017	8	1	10
"Azuay"	2017	8	2	9
"Azuay"	2017	8	3	10
"Azuay"	2017	8	4	7
"Azuay"	2017	8	5	12
"Azuay"	2017	8	6	9
"Azuay"	2017	8	7	12
"Azuay"	2017	8	8	8
"Azuay"	2017	8	9	11
"Azuay"	2017	8	10	9
"Azuay"	2017	8	11	13
"Azuay"	2017	8	12	13
"Azuay"	2017	8	13	4
"Azuay"	2017	8	14	9
"Azuay"	2017	8	15	10
"Azuay"	2017	8	16	14
"Azuay"	2017	8	17	8
"Azuay"	2017	8	18	9
"Azuay"	2017	8	19	9
"Azuay"	2017	8	20	10
"Azuay"	2017	8	21	10
"Azuay"	2017	8	22	13
"Azuay"	2017	8	23	10
"Azuay"	2017	8	24	5
"Azuay"	2017	8	25	10
"Azuay"	2017	8	26	8
"Azuay"	2017	8	27	8
"Azuay"	2017	8	28	13
"Azuay"	2017	8	29	7
"Azuay"	2017	8	30	5
"Azuay"	2017	8	31	11
"Azuay"	2017	9	1	7
"Azuay"	2017	9	2	15
"Azuay"	2017	9	3	8
"Azuay"	2017	9	4	7
"Azuay"	2017	9	5	15
"Azuay"	2017	9	6	10
"Azuay"	2017	9	7	10
"Azuay"	2017	9	8	9
"Azuay"	2017	9	9	4
"Azuay"	2017	9	10	7
"Azuay"	2017	9	11	15
"Azuay"	2017	9	12	11
"Azuay"	2017	9	13	8
"Azuay"	2017	9	14	12
"Azuay"	2017	9	15	9
"Azuay"	2017	9	16	9
"Azuay"	2017	9	17	18
"Azuay"	2017	9	18	12
"Azuay"	2017	9	19	8
"Azuay"	2017	9	20	6
"Azuay"	2017	9	21	7
"Azuay"	2017	9	22	9
"Azuay"	2017	9	23	11
"Azuay"	2017	9	24	12
"Azuay"	2017	9	25	4
"Azuay"	2017	9	26	12
"Azuay"	2017	9	27	10
"Azuay"	2017	9	28	10
"Azuay"	2017	9	29	13
"Azuay"	2017	9	30	9
"Azuay"	2017	10	1	12
"Azuay"	2017	10	2	15
"Azuay"	2017	10	3	13
"Azuay"	2017	10	4	10
"Azuay"	2017	10	5	9
"Azuay"	2017	10	6	12
"Azuay"	2017	10	7	3
"Azuay"	2017	10	8	15
"Azuay"	2017	10	9	3
"Azuay"	2017	10	10	6
"Azuay"	2017	10	11	13
"Azuay"	2017	10	12	7
"Azuay"	2017	10	13	11
"Azuay"	2017	10	14	13
"Azuay"	2017	10	15	10
"Azuay"	2017	10	16	12
"Azuay"	2017	10	17	13
"Azuay"	2017	10	18	7
"Azuay"	2017	10	19	4
"Azuay"	2017	10	20	12
"Azuay"	2017	10	21	11
"Azuay"	2017	10	22	7
"Azuay"	2017	10	23	9
"Azuay"	2017	10	24	17
"Azuay"	2017	10	25	8
"Azuay"	2017	10	26	13
"Azuay"	2017	10	27	11
"Azuay"	2017	10	28	9
"Azuay"	2017	10	29	8
"Azuay"	2017	10	30	11
"Azuay"	2017	10	31	11
"Azuay"	2017	11	1	8
"Azuay"	2017	11	2	11
"Azuay"	2017	11	3	7
"Azuay"	2017	11	4	7
"Azuay"	2017	11	5	15
"Azuay"	2017	11	6	14
"Azuay"	2017	11	7	13
"Azuay"	2017	11	8	8
"Azuay"	2017	11	9	11
"Azuay"	2017	11	10	12
"Azuay"	2017	11	11	9
"Azuay"	2017	11	12	12
"Azuay"	2017	11	13	12
"Azuay"	2017	11	14	10
"Azuay"	2017	11	15	6
"Azuay"	2017	11	16	13
"Azuay"	2017	11	17	17
"Azuay"	2017	11	18	12
"Azuay"	2017	11	19	8
"Azuay"	2017	11	20	15
"Azuay"	2017	11	21	15
"Azuay"	2017	11	22	4
"Azuay"	2017	11	23	11
"Azuay"	2017	11	24	4
"Azuay"	2017	11	25	8
"Azuay"	2017	11	26	10
"Azuay"	2017	11	27	14
"Azuay"	2017	11	28	14
"Azuay"	2017	11	29	8
"Azuay"	2017	11	30	13
"Azuay"	2017	12	1	14
"Azuay"	2017	12	2	7
"Azuay"	2017	12	3	14
"Azuay"	2017	12	4	10
"Azuay"	2017	12	5	13
"Azuay"	2017	12	6	14
"Azuay"	2017	12	7	12
"Azuay"	2017	12	8	5
"Azuay"	2017	12	9	6
"Azuay"	2017	12	10	8
"Azuay"	2017	12	11	11
"Azuay"	2017	12	12	11
"Azuay"	2017	12	13	6
"Azuay"	2017	12	14	9
"Azuay"	2017	12	15	7
"Azuay"	2017	12	16	5
"Azuay"	2017	12	17	6
"Azuay"	2017	12	18	14
"Azuay"	2017	12	19	16
"Azuay"	2017	12	20	6
"Azuay"	2017	12	21	11
"Azuay"	2017	12	22	12
"Azuay"	2017	12	23	13
"Azuay"	2017	12	24	9
"Azuay"	2017	12	25	9
"Azuay"	2017	12	26	12
"Azuay"	2017	12	27	12
"Azuay"	2017	12	28	12
"Azuay"	2017	12	29	4
"Azuay"	2017	12	30	1
"Azuay"	2017	12	31	0
"Bolívar"	2017	1	1	3
"Bolívar"	2017	1	2	3
"Bolívar"	2017	1	3	1
"Bolívar"	2017	1	4	4
"Bolívar"	2017	1	5	2
"Bolívar"	2017	1	6	0
"Bolívar"	2017	1	7	0
"Bolívar"	2017	1	8	3
"Bolívar"	2017	1	9	3
"Bolívar"	2017	1	10	3
"Bolívar"	2017	1	11	0
"Bolívar"	2017	1	12	3
"Bolívar"	2017	1	13	0
"Bolívar"	2017	1	14	0
"Bolívar"	2017	1	15	0
"Bolívar"	2017	1	16	4
"Bolívar"	2017	1	17	1
"Bolívar"	2017	1	18	5
"Bolívar"	2017	1	19	2
"Bolívar"	2017	1	20	0
"Bolívar"	2017	1	21	3
"Bolívar"	2017	1	22	1
"Bolívar"	2017	1	23	1
"Bolívar"	2017	1	24	0
"Bolívar"	2017	1	25	0
"Bolívar"	2017	1	26	2
"Bolívar"	2017	1	27	0
"Bolívar"	2017	1	28	3
"Bolívar"	2017	1	29	1
"Bolívar"	2017	1	30	1
"Bolívar"	2017	1	31	2
"Bolívar"	2017	2	1	3
"Bolívar"	2017	2	2	0
"Bolívar"	2017	2	3	1
"Bolívar"	2017	2	4	1
"Bolívar"	2017	2	5	1
"Bolívar"	2017	2	6	1
"Bolívar"	2017	2	7	3
"Bolívar"	2017	2	8	2
"Bolívar"	2017	2	9	0
"Bolívar"	2017	2	10	2
"Bolívar"	2017	2	11	2
"Bolívar"	2017	2	12	1
"Bolívar"	2017	2	13	5
"Bolívar"	2017	2	14	2
"Bolívar"	2017	2	15	2
"Bolívar"	2017	2	16	2
"Bolívar"	2017	2	17	1
"Bolívar"	2017	2	18	0
"Bolívar"	2017	2	19	2
"Bolívar"	2017	2	20	3
"Bolívar"	2017	2	21	2
"Bolívar"	2017	2	22	1
"Bolívar"	2017	2	23	2
"Bolívar"	2017	2	24	0
"Bolívar"	2017	2	25	3
"Bolívar"	2017	2	26	3
"Bolívar"	2017	2	27	6
"Bolívar"	2017	2	28	3
"Bolívar"	2017	3	1	3
"Bolívar"	2017	3	2	1
"Bolívar"	2017	3	3	1
"Bolívar"	2017	3	4	5
"Bolívar"	2017	3	5	0
"Bolívar"	2017	3	6	3
"Bolívar"	2017	3	7	3
"Bolívar"	2017	3	8	7
"Bolívar"	2017	3	9	3
"Bolívar"	2017	3	10	4
"Bolívar"	2017	3	11	7
"Bolívar"	2017	3	12	2
"Bolívar"	2017	3	13	4
"Bolívar"	2017	3	14	4
"Bolívar"	2017	3	15	1
"Bolívar"	2017	3	16	4
"Bolívar"	2017	3	17	1
"Bolívar"	2017	3	18	2
"Bolívar"	2017	3	19	1
"Bolívar"	2017	3	20	2
"Bolívar"	2017	3	21	1
"Bolívar"	2017	3	22	4
"Bolívar"	2017	3	23	3
"Bolívar"	2017	3	24	3
"Bolívar"	2017	3	25	1
"Bolívar"	2017	3	26	5
"Bolívar"	2017	3	27	2
"Bolívar"	2017	3	28	0
"Bolívar"	2017	3	29	2
"Bolívar"	2017	3	30	2
"Bolívar"	2017	3	31	5
"Bolívar"	2017	4	1	2
"Bolívar"	2017	4	2	2
"Bolívar"	2017	4	3	2
"Bolívar"	2017	4	4	3
"Bolívar"	2017	4	5	2
"Bolívar"	2017	4	6	2
"Bolívar"	2017	4	7	2
"Bolívar"	2017	4	8	2
"Bolívar"	2017	4	9	3
"Bolívar"	2017	4	10	1
"Bolívar"	2017	4	11	3
"Bolívar"	2017	4	12	5
"Bolívar"	2017	4	13	2
"Bolívar"	2017	4	14	2
"Bolívar"	2017	4	15	2
"Bolívar"	2017	4	16	3
"Bolívar"	2017	4	17	5
"Bolívar"	2017	4	18	3
"Bolívar"	2017	4	19	8
"Bolívar"	2017	4	20	2
"Bolívar"	2017	4	21	3
"Bolívar"	2017	4	22	0
"Bolívar"	2017	4	23	4
"Bolívar"	2017	4	24	1
"Bolívar"	2017	4	25	1
"Bolívar"	2017	4	26	0
"Bolívar"	2017	4	27	1
"Bolívar"	2017	4	28	3
"Bolívar"	2017	4	29	2
"Bolívar"	2017	4	30	4
"Bolívar"	2017	5	1	1
"Bolívar"	2017	5	2	3
"Bolívar"	2017	5	3	2
"Bolívar"	2017	5	4	2
"Bolívar"	2017	5	5	0
"Bolívar"	2017	5	6	1
"Bolívar"	2017	5	7	4
"Bolívar"	2017	5	8	1
"Bolívar"	2017	5	9	2
"Bolívar"	2017	5	10	1
"Bolívar"	2017	5	11	2
"Bolívar"	2017	5	12	4
"Bolívar"	2017	5	13	5
"Bolívar"	2017	5	14	3
"Bolívar"	2017	5	15	3
"Bolívar"	2017	5	16	2
"Bolívar"	2017	5	17	1
"Bolívar"	2017	5	18	1
"Bolívar"	2017	5	19	3
"Bolívar"	2017	5	20	1
"Bolívar"	2017	5	21	3
"Bolívar"	2017	5	22	4
"Bolívar"	2017	5	23	5
"Bolívar"	2017	5	24	3
"Bolívar"	2017	5	25	1
"Bolívar"	2017	5	26	3
"Bolívar"	2017	5	27	1
"Bolívar"	2017	5	28	2
"Bolívar"	2017	5	29	3
"Bolívar"	2017	5	30	1
"Bolívar"	2017	5	31	1
"Bolívar"	2017	6	1	3
"Bolívar"	2017	6	2	4
"Bolívar"	2017	6	3	2
"Bolívar"	2017	6	4	2
"Bolívar"	2017	6	5	7
"Bolívar"	2017	6	6	2
"Bolívar"	2017	6	7	3
"Bolívar"	2017	6	8	2
"Bolívar"	2017	6	9	4
"Bolívar"	2017	6	10	3
"Bolívar"	2017	6	11	1
"Bolívar"	2017	6	12	1
"Bolívar"	2017	6	13	3
"Bolívar"	2017	6	14	3
"Bolívar"	2017	6	15	2
"Bolívar"	2017	6	16	1
"Bolívar"	2017	6	17	6
"Bolívar"	2017	6	18	1
"Bolívar"	2017	6	19	2
"Bolívar"	2017	6	20	0
"Bolívar"	2017	6	21	0
"Bolívar"	2017	6	22	1
"Bolívar"	2017	6	23	5
"Bolívar"	2017	6	24	2
"Bolívar"	2017	6	25	2
"Bolívar"	2017	6	26	1
"Bolívar"	2017	6	27	1
"Bolívar"	2017	6	28	1
"Bolívar"	2017	6	29	7
"Bolívar"	2017	6	30	0
"Bolívar"	2017	7	1	4
"Bolívar"	2017	7	2	1
"Bolívar"	2017	7	3	2
"Bolívar"	2017	7	4	1
"Bolívar"	2017	7	5	3
"Bolívar"	2017	7	6	0
"Bolívar"	2017	7	7	1
"Bolívar"	2017	7	8	0
"Bolívar"	2017	7	9	4
"Bolívar"	2017	7	10	2
"Bolívar"	2017	7	11	1
"Bolívar"	2017	7	12	2
"Bolívar"	2017	7	13	5
"Bolívar"	2017	7	14	0
"Bolívar"	2017	7	15	0
"Bolívar"	2017	7	16	2
"Bolívar"	2017	7	17	3
"Bolívar"	2017	7	18	1
"Bolívar"	2017	7	19	4
"Bolívar"	2017	7	20	4
"Bolívar"	2017	7	21	2
"Bolívar"	2017	7	22	4
"Bolívar"	2017	7	23	3
"Bolívar"	2017	7	24	1
"Bolívar"	2017	7	25	1
"Bolívar"	2017	7	26	4
"Bolívar"	2017	7	27	3
"Bolívar"	2017	7	28	1
"Bolívar"	2017	7	29	3
"Bolívar"	2017	7	30	2
"Bolívar"	2017	7	31	3
"Bolívar"	2017	8	1	4
"Bolívar"	2017	8	2	2
"Bolívar"	2017	8	3	1
"Bolívar"	2017	8	4	3
"Bolívar"	2017	8	5	2
"Bolívar"	2017	8	6	2
"Bolívar"	2017	8	7	1
"Bolívar"	2017	8	8	1
"Bolívar"	2017	8	9	4
"Bolívar"	2017	8	10	1
"Bolívar"	2017	8	11	3
"Bolívar"	2017	8	12	3
"Bolívar"	2017	8	13	2
"Bolívar"	2017	8	14	4
"Bolívar"	2017	8	15	4
"Bolívar"	2017	8	16	3
"Bolívar"	2017	8	17	3
"Bolívar"	2017	8	18	1
"Bolívar"	2017	8	19	2
"Bolívar"	2017	8	20	3
"Bolívar"	2017	8	21	1
"Bolívar"	2017	8	22	2
"Bolívar"	2017	8	23	1
"Bolívar"	2017	8	24	4
"Bolívar"	2017	8	25	1
"Bolívar"	2017	8	26	3
"Bolívar"	2017	8	27	3
"Bolívar"	2017	8	28	3
"Bolívar"	2017	8	29	4
"Bolívar"	2017	8	30	2
"Bolívar"	2017	8	31	2
"Bolívar"	2017	9	1	5
"Bolívar"	2017	9	2	1
"Bolívar"	2017	9	3	0
"Bolívar"	2017	9	4	2
"Bolívar"	2017	9	5	1
"Bolívar"	2017	9	6	2
"Bolívar"	2017	9	7	0
"Bolívar"	2017	9	8	3
"Bolívar"	2017	9	9	1
"Bolívar"	2017	9	10	1
"Bolívar"	2017	9	11	2
"Bolívar"	2017	9	12	1
"Bolívar"	2017	9	13	4
"Bolívar"	2017	9	14	0
"Bolívar"	2017	9	15	5
"Bolívar"	2017	9	16	2
"Bolívar"	2017	9	17	8
"Bolívar"	2017	9	18	1
"Bolívar"	2017	9	19	4
"Bolívar"	2017	9	20	0
"Bolívar"	2017	9	21	1
"Bolívar"	2017	9	22	0
"Bolívar"	2017	9	23	1
"Bolívar"	2017	9	24	0
"Bolívar"	2017	9	25	0
"Bolívar"	2017	9	26	1
"Bolívar"	2017	9	27	0
"Bolívar"	2017	9	28	1
"Bolívar"	2017	9	29	1
"Bolívar"	2017	9	30	0
"Bolívar"	2017	10	1	3
"Bolívar"	2017	10	2	3
"Bolívar"	2017	10	3	3
"Bolívar"	2017	10	4	5
"Bolívar"	2017	10	5	1
"Bolívar"	2017	10	6	2
"Bolívar"	2017	10	7	0
"Bolívar"	2017	10	8	4
"Bolívar"	2017	10	9	5
"Bolívar"	2017	10	10	4
"Bolívar"	2017	10	11	2
"Bolívar"	2017	10	12	2
"Bolívar"	2017	10	13	1
"Bolívar"	2017	10	14	1
"Bolívar"	2017	10	15	3
"Bolívar"	2017	10	16	5
"Bolívar"	2017	10	17	3
"Bolívar"	2017	10	18	4
"Bolívar"	2017	10	19	2
"Bolívar"	2017	10	20	1
"Bolívar"	2017	10	21	3
"Bolívar"	2017	10	22	5
"Bolívar"	2017	10	23	3
"Bolívar"	2017	10	24	1
"Bolívar"	2017	10	25	4
"Bolívar"	2017	10	26	4
"Bolívar"	2017	10	27	0
"Bolívar"	2017	10	28	3
"Bolívar"	2017	10	29	1
"Bolívar"	2017	10	30	4
"Bolívar"	2017	10	31	1
"Bolívar"	2017	11	1	5
"Bolívar"	2017	11	2	1
"Bolívar"	2017	11	3	1
"Bolívar"	2017	11	4	1
"Bolívar"	2017	11	5	2
"Bolívar"	2017	11	6	1
"Bolívar"	2017	11	7	2
"Bolívar"	2017	11	8	0
"Bolívar"	2017	11	9	0
"Bolívar"	2017	11	10	3
"Bolívar"	2017	11	11	1
"Bolívar"	2017	11	12	4
"Bolívar"	2017	11	13	2
"Bolívar"	2017	11	14	1
"Bolívar"	2017	11	15	0
"Bolívar"	2017	11	16	2
"Bolívar"	2017	11	17	0
"Bolívar"	2017	11	18	1
"Bolívar"	2017	11	19	4
"Bolívar"	2017	11	20	2
"Bolívar"	2017	11	21	3
"Bolívar"	2017	11	22	1
"Bolívar"	2017	11	23	1
"Bolívar"	2017	11	24	1
"Bolívar"	2017	11	25	2
"Bolívar"	2017	11	26	5
"Bolívar"	2017	11	27	2
"Bolívar"	2017	11	28	4
"Bolívar"	2017	11	29	2
"Bolívar"	2017	11	30	2
"Bolívar"	2017	12	1	0
"Bolívar"	2017	12	2	2
"Bolívar"	2017	12	3	1
"Bolívar"	2017	12	4	3
"Bolívar"	2017	12	5	1
"Bolívar"	2017	12	6	2
"Bolívar"	2017	12	7	1
"Bolívar"	2017	12	8	1
"Bolívar"	2017	12	9	2
"Bolívar"	2017	12	10	2
"Bolívar"	2017	12	11	4
"Bolívar"	2017	12	12	0
"Bolívar"	2017	12	13	1
"Bolívar"	2017	12	14	0
"Bolívar"	2017	12	15	2
"Bolívar"	2017	12	16	2
"Bolívar"	2017	12	17	2
"Bolívar"	2017	12	18	2
"Bolívar"	2017	12	19	1
"Bolívar"	2017	12	20	3
"Bolívar"	2017	12	21	2
"Bolívar"	2017	12	22	1
"Bolívar"	2017	12	23	2
"Bolívar"	2017	12	24	3
"Bolívar"	2017	12	25	2
"Bolívar"	2017	12	26	1
"Bolívar"	2017	12	27	3
"Bolívar"	2017	12	28	2
"Bolívar"	2017	12	29	0
"Bolívar"	2017	12	30	0
"Bolívar"	2017	12	31	0
"Cañar"	2017	1	1	3
"Cañar"	2017	1	2	1
"Cañar"	2017	1	3	5
"Cañar"	2017	1	4	2
"Cañar"	2017	1	5	4
"Cañar"	2017	1	6	2
"Cañar"	2017	1	7	2
"Cañar"	2017	1	8	3
"Cañar"	2017	1	9	3
"Cañar"	2017	1	10	0
"Cañar"	2017	1	11	3
"Cañar"	2017	1	12	7
"Cañar"	2017	1	13	0
"Cañar"	2017	1	14	2
"Cañar"	2017	1	15	0
"Cañar"	2017	1	16	3
"Cañar"	2017	1	17	7
"Cañar"	2017	1	18	1
"Cañar"	2017	1	19	1
"Cañar"	2017	1	20	3
"Cañar"	2017	1	21	3
"Cañar"	2017	1	22	3
"Cañar"	2017	1	23	1
"Cañar"	2017	1	24	1
"Cañar"	2017	1	25	3
"Cañar"	2017	1	26	2
"Cañar"	2017	1	27	1
"Cañar"	2017	1	28	5
"Cañar"	2017	1	29	2
"Cañar"	2017	1	30	3
"Cañar"	2017	1	31	5
"Cañar"	2017	2	1	2
"Cañar"	2017	2	2	5
"Cañar"	2017	2	3	5
"Cañar"	2017	2	4	1
"Cañar"	2017	2	5	1
"Cañar"	2017	2	6	3
"Cañar"	2017	2	7	1
"Cañar"	2017	2	8	3
"Cañar"	2017	2	9	2
"Cañar"	2017	2	10	7
"Cañar"	2017	2	11	4
"Cañar"	2017	2	12	2
"Cañar"	2017	2	13	9
"Cañar"	2017	2	14	5
"Cañar"	2017	2	15	4
"Cañar"	2017	2	16	3
"Cañar"	2017	2	17	0
"Cañar"	2017	2	18	5
"Cañar"	2017	2	19	4
"Cañar"	2017	2	20	5
"Cañar"	2017	2	21	2
"Cañar"	2017	2	22	3
"Cañar"	2017	2	23	1
"Cañar"	2017	2	24	3
"Cañar"	2017	2	25	3
"Cañar"	2017	2	26	4
"Cañar"	2017	2	27	2
"Cañar"	2017	2	28	3
"Cañar"	2017	3	1	8
"Cañar"	2017	3	2	1
"Cañar"	2017	3	3	4
"Cañar"	2017	3	4	3
"Cañar"	2017	3	5	2
"Cañar"	2017	3	6	3
"Cañar"	2017	3	7	2
"Cañar"	2017	3	8	1
"Cañar"	2017	3	9	1
"Cañar"	2017	3	10	3
"Cañar"	2017	3	11	2
"Cañar"	2017	3	12	3
"Cañar"	2017	3	13	7
"Cañar"	2017	3	14	3
"Cañar"	2017	3	15	2
"Cañar"	2017	3	16	5
"Cañar"	2017	3	17	5
"Cañar"	2017	3	18	2
"Cañar"	2017	3	19	7
"Cañar"	2017	3	20	7
"Cañar"	2017	3	21	1
"Cañar"	2017	3	22	7
"Cañar"	2017	3	23	2
"Cañar"	2017	3	24	4
"Cañar"	2017	3	25	3
"Cañar"	2017	3	26	1
"Cañar"	2017	3	27	5
"Cañar"	2017	3	28	5
"Cañar"	2017	3	29	3
"Cañar"	2017	3	30	0
"Cañar"	2017	3	31	6
"Cañar"	2017	4	1	1
"Cañar"	2017	4	2	1
"Cañar"	2017	4	3	5
"Cañar"	2017	4	4	3
"Cañar"	2017	4	5	4
"Cañar"	2017	4	6	4
"Cañar"	2017	4	7	4
"Cañar"	2017	4	8	5
"Cañar"	2017	4	9	1
"Cañar"	2017	4	10	3
"Cañar"	2017	4	11	4
"Cañar"	2017	4	12	2
"Cañar"	2017	4	13	3
"Cañar"	2017	4	14	4
"Cañar"	2017	4	15	7
"Cañar"	2017	4	16	6
"Cañar"	2017	4	17	7
"Cañar"	2017	4	18	8
"Cañar"	2017	4	19	4
"Cañar"	2017	4	20	2
"Cañar"	2017	4	21	4
"Cañar"	2017	4	22	3
"Cañar"	2017	4	23	2
"Cañar"	2017	4	24	5
"Cañar"	2017	4	25	0
"Cañar"	2017	4	26	7
"Cañar"	2017	4	27	1
"Cañar"	2017	4	28	1
"Cañar"	2017	4	29	3
"Cañar"	2017	4	30	3
